asin,reviewerID,reviewText,overall,summary,unixReviewTime,helpful_votes,total_votes,product_brand,product_title,product_price
B000C9SRD6,A0473259F6GQNBD88IYN,"I say this because the cap I'm replacing with this one I bought from my buddy at the dealer only six months ago.....the code I got for my check engine light pointed to multiple items related to the emissions system that I already replaced. I read sometimes even new parts can fail out of the box, so I figure I would start with the cheapest. The gas cap! Installed this on my 02 suburban 5.3 1500 and what do you know, so far so good and it's been a few weeks!! Normally after I clear the check engine light it comes back on within days....I guess were good for now!! Great lookin cap, easy to install (again) and comes in original AC DELCO packaging.",5,"Hit and miss...,,,,,",1403481600,0,0,ACDelco,ACDelco GT231 Fuel Tank Cap,13.2
B000C9SRD6,A19PJFGCOF0IUG,"Delivered today and looking forward to having this new cap to possibly get rid of the CHECK ENGINE LIGHT CODE for gas cap. WRONG CAP...they sent the one for a 2004 CHEVROLET SUBURBAN 1500 LS  FLEX FUEL ENGINE.....so don't trust the amazon CHECK car app to see if it matches your vehicle...this has been twice that the app has been wrong...anyway........THIS CAP IS FOR THE FLEX NOT THE NON FLEX FUEL ENGINE....DIF. IS THE FLEX IS THE SCREW CAP TYPE, THE NORMAL FUEL ENGINE IS A PLUG STYLE.........Once you open the package you can't it back, almost like burning 20ish dollar with a lighter....NOT a HAPPY CAMPER!",1,wrong cap.......beware make sure to specify FLEX for this cap,1398902400,0,0,ACDelco,ACDelco GT231 Fuel Tank Cap,13.2
B000C9SRD6,A2EJ138P7KZMUH,THIS IS THE PART NUMBER FOR MY TRUCK... TO REMOVE THE OLD ONE YOU NEED A PAIR OF NEEDLE PLIERS .....,5,2002 ESCALADE 5.3L,1404604800,0,0,ACDelco,ACDelco GT231 Fuel Tank Cap,13.2
B000C9SRD6,A2R1EESPW4N1ZB,"Not much to say, this is an OE gas cap.  It fit as intended and I do not have any concerns.",5,It is a gas cap.,1389052800,0,0,ACDelco,ACDelco GT231 Fuel Tank Cap,13.2
B000C9TCUS,A3DVV8G0UGNGOO,Wix filters are the best. They can be hard to find sometimes locally- Amazon prime is the way to go.,5,Wix filters are the best.,1396396800,0,0,Wix,"Wix 51085 Spin-On Oil Filter, Pack of 1",5.3
B000C9TCUS,A2OAAQEAQ9ES55,"I've been in the off road racing scene for 35 years and if your not running a high performance race filter (the kind you can take apart and inspect) then Wix is the next best thing. Over the years I've cut open many different brands of oil filters like Fram, etc... and those filters are junk compared to Wix. Like your engine? then I would use full synthetic oil and Wix filters.....easy.",5,Would't Trust Anything But a Wix,1389830400,1,1,Wix,"Wix 51085 Spin-On Oil Filter, Pack of 1",5.3
B000C9WJ3A,A2TQST4IPVA0EC,An exact replacement for OEM filter. See various on-line videos on the procedure; keep in mind to pull the glove box straight out from the dash; the plastic clips that hold it in place can be broken.,5,perfect fit for 2006 TL,1400284800,0,0,Wix,"Wix 24815 Cabin Air Filter  , Pack of 1",17.54
B000C9WL6A,A217J4MVG0OQ3Z,Wix make great oil filters. If you'd like to read some good info on oil and filters...google bob the oil guy.  Good stuff!!,5,great quality oil filter,1389916800,1,1,Wix,"Wix 51358 Spin-On Oil Filter, Pack of 1",10.76
B000C9WL6A,A280OHBQPWMN9D,"Fit my '09 Sentra 2.0 perfect, you can always count on Wix. I Routinely run them 10k each oil change.",5,Can't go wrong with Wix.,1403136000,0,0,Wix,"Wix 51358 Spin-On Oil Filter, Pack of 1",10.76
B000C9WL6A,A2G7YC89EHUP2G,Well made,4,Four Stars,1404518400,0,0,Wix,"Wix 51358 Spin-On Oil Filter, Pack of 1",10.76
B000C9WLA6,A1542J0VRQ31TC,Very good....,4,Four Stars,1405123200,0,0,Wix,"Wix 51348 Spin-On Oil Filter, Pack of 1",7.23
B000C9Y16S,A217J4MVG0OQ3Z,High qualilty oil filter. Has ck valve to prevent oil form draining out (great for my motorcycle...or any auto/engine to prevent oil starvation on start up)  Large filter media and high quality throughout.,5,high Quality,1388880000,0,0,Wix,"Wix 51334 Spin-On Oil Filter, Pack of 1",7.99
B000C9Y16S,AGR1V15L6FLMA,"I have used WIX filters for years and simply cannot say enough as to their reliability. It is the only filter that I trust from the thickness of the can to the design of the o-ring setup. In my one car I have datalogged 130+psi oil pressure and WIX has always worked perfect. Others I have seen (and had to replace) simply have inherent flaws. I have read a lot of tech information and when it comes down to it these are well designed and although there may be something new and fancier out there, it doesn't always mean it is better. I have used WIX in diesel cars, trucks, gas cars and trucks, and every race car that I have run for the past 20-years.",5,Top notch.,1398816000,0,0,Wix,"Wix 51334 Spin-On Oil Filter, Pack of 1",7.99
B000CB6D0S,AGVT5O2MPAI7Z,dead easy to replace and very affordable for such a noticeable difference. my car smells like new and gone is that musty air conditioner smell that I used to dread every summer.,5,the stink is gone!,1390953600,0,0,Mann Filter,Mann-Filter CUK 6724 Cabin Filter With Activated Charcoal for select BMW models,24.17
B000CB6D0S,A1OIYLWD5KJSX0,"The plastic was broken when I received it. Doesn't appear to affect function or fit of the filter though, so it is in my car today.",2,Product arrived broken but still works,1404345600,0,0,Mann Filter,Mann-Filter CUK 6724 Cabin Filter With Activated Charcoal for select BMW models,24.17
B000CB6FNS,ASU90XOGDC02M,"After putting on the lift kit, Skyjacker shocks and bigger tires the Jeep definitely drove differently.  Has 170k miles on it and decided I might as well swap out the steering stabilizer as well.  Don't do a ton of off-road but enough that I figured it was time to change it out.  Noticed a huge difference immediately.  Steering feels much firmer, not tight, but firm and controlled.  Steering response also feels better, not as much ""wiggle"" so to speak when making turns of hitting big pot holes.  Overall very glad I purchased it.  Great product.  Rancho has always had a great reputation and now I can definitely see why.One thing to note.  The body is not as ""white"" as it appears in the picture.  It is more of a medium grey color.  No biggie but thought it was worth mentioning.",5,"Definitely feel a big difference. 2000 Jeep Cherokee Sport w 2"" Lift & 30"" Tires",1398902400,0,0,Rancho,Rancho RS5401 RS5000 Series Steering Stabilizer,52.02
B000CB7DG6,A3155NWLKXEY1I,"This fits my 1998 323is, but Amazon shows it as not compatible.  However, the same filter from other suppliers on Amazon show as compatible.  So check other sites for the part number that fits your vehicle.This is a good price and convenient with Amazon Prime.  I used to have to plan weeks ahead for oil changes to wait for it to arrive, or keep a spare on hand.",5,Look up the part number at the manufacturer or other site,1396569600,1,1,Mann Filter,Mann-Filter HU 925/4 X Metal-Free Oil Filter,7.48
B000CB7DG6,A3LS6ZVYHWW4IO,Change the oil yesterday and the oil filter fit perfectly in our 2003 Z4 3.0.  I'm glad that it comes with an extra o-ring for the oil filter canister and all paper is nice.,5,Worked Great,1401667200,0,0,Mann Filter,Mann-Filter HU 925/4 X Metal-Free Oil Filter,7.48
B000CB7DG6,A1OIYLWD5KJSX0,It filters oil and comes with the gasket and crush washer you need to change the oil,5,Five Stars,1404345600,0,0,Mann Filter,Mann-Filter HU 925/4 X Metal-Free Oil Filter,7.48
B000CB7DG6,ALP7A0NNEYU5T,Don't waste your money on Fram filters. Mann filters will not fail you if you plan on a long oil interval in excess of 5k miles.Fit my E39 528i perfectly. It also came with the correct o-ring to seal the oil filter housing. Just buy it already!,5,Buy it!,1404518400,0,0,Mann Filter,Mann-Filter HU 925/4 X Metal-Free Oil Filter,7.48
B000CB94JU,A1K8UFY1MC6HSD,"I usually replace these every year in my 05.5 A4 (which only takes a couple minutes to swap), and put them side by side with the old vs the new.  The old one is noticeably dirty and black so these definitely work!",5,Clean A4,1402358400,0,0,Mann Filter,Mann-Filter CUK 3037 Cabin Filter With Activated Charcoal for select  Audi models,18.4
B000CB94JU,A23YLPW55X1XZ,"This is the filter you need to replace your Audi A4. It is located under the hood close to the windshield on the passenger side. It takes about 1 minute to change it, requires no tools at all and is a very easy DIY.",5,Standard AC filter for Audi A4,1393545600,0,0,Mann Filter,Mann-Filter CUK 3037 Cabin Filter With Activated Charcoal for select  Audi models,18.4
B000CCID28,A1HRYC60VTMYC0,Used it to glue a replacement end to the Plexiglas fitting on a brand new paper towel dispenser-- over 10 years ago. Glued a handle back to a blender-- over ten years ago as well. Successfully glued soles back onto my shoes.  Goop is formidable.,5,Not just for autos,1393113600,0,0,ECLECTIC PRODUCTS INC,Amazing Goop 3.7-Ounce Automotive Contact Adhesive and Sealant,6.58
B000CCID28,A2OA167DI0016,"I would definitely recommend this if you need to glue some things in your car. My old 92 Mercedes is falling apart here and there, and I needed something to hold a few things in place. This did the trick, and it comes in a large tube that will last awhile. But, if you use some, I recommend you wipe the end of the tube out before closing it. If this glue comes into contact with air, it will become gel like, and harden.",5,Definitely recommend this,1398556800,0,0,ECLECTIC PRODUCTS INC,Amazing Goop 3.7-Ounce Automotive Contact Adhesive and Sealant,6.58
B000CCMKZY,A1YUDSBH9P3HPN,"I bought this from Amazon last year and went to use it again the other day. The cap had rusted through for some reason! I keep this in a waterproof toolbox with a desiccant to keep the humidity low, but somehow it just rotted away. They product itself is great, but it's pretty hard to use now that the lid is gone.",1,"Great product, Terrible packaging.",1401840000,0,0,NA,NA,7.5
B000CCMKZY,A92XNAC3PIV8H,Anti -sieze works . I am still getting used to using it more than I used to . It works on more places than just breaks .,5,Anti- Sieze,1398297600,0,0,NA,NA,7.5
B000CD6GLM,A2KS0XOY3WHGL4,"I didn't know Valeo wipers until I saw them on a deal site.  Got them on a good deal from Amazon.com.  Installed 24"" & 21"" wipers on my 1999 Lexus RX300 in a few minutes.  They are very quiet during operation and cleans water and snow really well compared to the OEM wipers.  I used to struggle to get the early morning frost off, but now I turn the defrost and the wipers on and the frost is gone in a couple of minutes!Valeo 900-24-1B Frameless ULTIMATE All-Season Wiper Blade - 24""Valeo 900-21-1B Frameless ULTIMATE All-Season Wiper Blade - 21""I use Valeo 900-26-1B & Valeo 900-22-1B on my wife's 2005 Honda Odyssey Mini Van and the cleaning performance is several notches better than the Honda OEM wipers.Valeo 900-26-1B Frameless ULTIMATE All-Season Wiper Blade - 26""Valeo 900-22-1B Frameless ULTIMATE All-Season Wiper Blade - 22""",5,Valeo wipers are the best ever!,1389052800,0,0,Valeo,Valeo 900-18-1B Frameless ULTIMATE All-Season Wiper Blade - 18&quot;,14.58
B000CD6GLM,A2ESVDP96QR3ZU,"Where have these been in the past? These wipers really need great reviews because they belong in an exclusive class far and above all others. They look deceivingly fragile and simple but the truth is they are designed for one task where they excel. They should be called Gliders not Wipers for they remove snow, debris and water without a sound and amazingly remain in contact with the glass throughout their paths.They have remained in good condition for me far longer than others. I do like the fact their ultra low profile makes no wind noise at speeds plus they look very sleek.In short they are worth the extra cost many times over. Give these a try, you will never go back!",5,Long time coming but WOW...,1396915200,0,0,Valeo,Valeo 900-18-1B Frameless ULTIMATE All-Season Wiper Blade - 18&quot;,14.58
B000CD6GLM,A1O1M2PDRJMAYC,i had owned my Lexus IS300 since it was new and i have used a fair amount of wiper blade brands. Without a doubt this has been the best pair of wipers as far as performance and quality... They are very easy to install as well. I hope these blades last longer than the previous brand i had (Rain X).,4,Best blade wipers for the IS300,1388966400,0,0,Valeo,Valeo 900-18-1B Frameless ULTIMATE All-Season Wiper Blade - 18&quot;,14.58
B000CD6GLM,A30GWXSWA6QCD7,"2 days after I installed these, I noticed the drivers side wiper looked loose/crooked. I went to inspect it and the little plastic piece that locks onto the wiper had cracked. I figured I just had a dud, so I returned it to amazon and they sent me a new one right away.This time the blade lasted about a month and then the same exact thing happened. The same plastic piece cracked. Maybe it can't handle the cold weather or something. It is very thin, cheap plastic.I usually buy Bosch brand wipers, but Amazon had these on sale for 2 for $20, so I gave them a try. I'll be sticking with Bosch for now on.",1,Plastic piece broke twice,1391385600,0,0,Valeo,Valeo 900-18-1B Frameless ULTIMATE All-Season Wiper Blade - 18&quot;,14.58
B000CD6GLM,A11HD68D6QXXQ6,"Got these for my '09 F-150 and I love them, super easy to install and they are larger and cover more surface area than the old blades. Once you slide them in and hear them click you can lock them down without any worries. my last pair of wipers from another brand flew off on the highway during a downpour, not a good day. I hope these stay firmly planted to the windscreen at all times.",5,Good Wipers Great Price,1398902400,0,0,Valeo,Valeo 900-18-1B Frameless ULTIMATE All-Season Wiper Blade - 18&quot;,14.58
B000CD6HN4,A33WBPQXVMUZ2Q,"Easy to install, and fits well. Wipes the windscreen very well.",5,Five Stars,1404172800,0,0,Valeo,"Valeo 600-20 Series Wiper Blade, 20&quot; (Pack of 1)",6.05
B000CD6HN4,ANW6EGY12V5XS,"I hate wipers that are noisy or do not wipe my windshield properly. When time came to replace my old rainX ones, I searched through Amazon best reviews and I was not betrayed. The Valeo 600 series are just excellent.It took me about 5mn to put them in place and no noise or water on the windshield...Let's hope durability comes with quality and price because it would really make those unbeatable.",5,Worth 5 stars easily,1390435200,0,0,Valeo,"Valeo 600-20 Series Wiper Blade, 20&quot; (Pack of 1)",6.05
B000CD6HN4,A20C7RI3X97FC2,Excellent wiping performance and a great price. This is for the rear of a Land Rover LR2. As good as anything from the dealer and inexpensive too.,5,Excellent performance and price.,1403568000,0,0,Valeo,"Valeo 600-20 Series Wiper Blade, 20&quot; (Pack of 1)",6.05
B000CD6HN4,A1MNX0HKE40X7W,"I purchased this for my Honda Accord. It aligns TERRIBLY with the contour of my windshield and missing about 4-5&#34; of the windshield when wiping. I had a must more positive alignment experience with my truck, thus 2 stars instead of just 1.",2,Poorly aligned to the contours of my windshield,1399161600,0,0,Valeo,"Valeo 600-20 Series Wiper Blade, 20&quot; (Pack of 1)",6.05
B000CEE62W,AAOX5FQZ7TJIL,"Installed this yesterday. It is a great low tech solution to placing vehicle at exactly the same place every time. I looked at several other options using radio frequencies and lasers. Decided on this option, nothing to go wrong.Others complained of movement of the parking mat. I have not had this installed long enough to evaluate performance concerning slippage. I did carefully clean the area with a powerful solvent before installation as garage floors are likely to have an oily coating. I will update this posting later as necessary.2/17/14I have epoxy paint on my garage floor which could result in the sticky stuff not working. After carefully cleaning the area with a good solvent the mat has not moved. I even hit the rear stop hard to see if it would move. The wife loves it. Highly recommended if installed properly.3/16/14Still exactly where I put it without using any thing other than the supplied double stick tape. Cleaning the installation area carefully is critical. I used lacquer thinner.",5,Great low tech solution,1392163200,1,1,NA,NA,19.95
B000CIGE9G,A2PHXB4LFHO5UZ,"purchased for my wrangler as a backup since the trans runs hot, temps are down even when offroading. Very happy and for the price am even happier. just make sure you follow directions for flow and mounting positions",5,great aux trans cooler,1390694400,1,1,B&amp;M,B&amp;M 70268 SuperCooler Automatic Transmission Cooler,71.22
B000CIGE9G,A243Z7GBDU0DSO,"We often tow our a-frame travel trailer which is near the tow rating of our Grand Vitara. A hot day with a strong headwind proved to be too much for the factory cooling system &#60;a pipe through the radiator&#62; and the transmission fluid got too hot and bubbled over.I had been debating getting a cooler thinking &#34;Why would I need one if it is rated  for this work from the factory&#34;. If you don't have an external cooler and will be towing near your maximum, just do it and forget about it!  For the do-it-yourself installer, the hardest part is mounting it.",5,Towing Upgrade for 2009 Suzuki Grand Vitara - Just Do It!,1401062400,1,1,B&amp;M,B&amp;M 70268 SuperCooler Automatic Transmission Cooler,71.22
B000CIJ308,A2SH6A32BE6NEV,"This product works great because a) it's relatively cheap and b) gives a good shine without looking hideousBasically, it doesn't provide that ultra-greasy look you might get at a $50 detail operated by some homeless looking guy who applied a layer of grease to your tires.  Instead, you get a new-tire looking effect that simply looks good all the time.Easy to apply- just spray on.  However, make sure you try to spray on uniformly and don't put too much.  But before you do that, if you're applying this while the car is in your garage or driveway, cut up some cardboard boxes and drive over them.  This way, all the residual droplets wont stain your concrete.  Let the liquid sit for the recommend amount of time, then go out and use a paper towel to dab, not scrub, away excess dirt and liquid.  Make sure you do not leave any traces of liquid because if you do so, the next time you drive your car, centrifugal force will stream even small traces of excess liquid right off to your side panels.",5,"Easy to apply, hints provided",1390867200,4,4,Armor All,Armor All 77958 Extreme Tire Shine Aerosol - 15 oz.,13.95
B000CIJ308,A38W0YY9UGX1ZF,this tire shine worked better than I expected. keeps my tires looking good for a long time.,5,Five Stars,1405123200,0,0,Armor All,Armor All 77958 Extreme Tire Shine Aerosol - 15 oz.,13.95
B000CIJ308,AN20XG3UGI535,shine ur tire but doesn't last more than 2 days but better than alot of fake stuff in the market.,4,... tire but doesn't last more than 2 days but better than alot of fake stuff in the market,1404777600,0,0,Armor All,Armor All 77958 Extreme Tire Shine Aerosol - 15 oz.,13.95
B000CIJ308,A23ONMGKEWDG4M,"Armor All tire shine does a great job.  I use it on two vehicles tires, a Malibu and Chev 2500 Pickup.  Lasts a couple of weeks, unless it rains of course.  I get 3 to 4 all tire shines per can.  Recommend!",5,Great Buy,1390953600,2,2,Armor All,Armor All 77958 Extreme Tire Shine Aerosol - 15 oz.,13.95
B000CIJ308,A22BZD9BW8YPZF,few of the members at mustang forums informed me about this product. i used it and found it is very easy to use and result is phenomenal.,5,easy use and best results i have seen,1402358400,0,0,Armor All,Armor All 77958 Extreme Tire Shine Aerosol - 15 oz.,13.95
B000CINV88,AF242SVYE0MV0,"I did about 10 brake jobs so far and there's plenty left still.  It's a small investment for a quality, noise free brake job.  On one of the brake jobs, I had squeaky brakes, reinstalled pads few times reapplying this paste, and caliper grease but problem was still present.  Found out later that it was due to bad rotor.",5,Must have,1393545600,0,0,NA,NA,7.49
B000CINV88,A23NQLJ2DEOJCJ,"Works as it should, but you need to start with a high quality pad...",4,Get a high quality pad first...,1404432000,0,0,NA,NA,7.49
B000CINVA6,A2I8LFSN2IS5EO,"Got this cause it was only like a couple bucks on sale and you never know when its needed .. seems to work great, dries with a white residue leaving behind the white lithium grease on where you spray. overall works fine and should come in handy again and again for the price.",5,It's grease ... it works,1390348800,0,0,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CINVA6,APKD4O1I1IJF8,"Forget about fluorocarbon based lubes. I use this to lube the trip blade on my plow and it stands up to getting washed off. Yes it's ugly, but it gets the job done.Actually lasted longer than the $14.00 super duper lube I tried.",5,No cheaper protection anywhere,1394064000,0,0,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CINVA6,A2KS0XOY3WHGL4,"I have a Marantz DC garage door opener and it's is very quiet, but the noise from the garage door moving on the tracks was driving me crazy.  After WD40 and other lubricants didn't work, got the CRC White Lithium grease and applied it.  The noise was reduced to a bare minimum.  A must have if you have a garage.  I have also used this on door hinges, van sliding door, etc.  Works great!!",5,Very good for the Garage Door moving parts!,1389744000,1,1,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CINVA6,A1S9E4V6HIUCMJ,"Works really well for lubricating car door hinges. The spray can design could be improved, the straw frequently comes out while in use and doesn't fit super tightly. Also, the tapered top of the can with a small cap means that the cap easily gets knocked off and thus the can is prone to leaks when being stored.",4,"Excellent lubricant, spray can design could be improved",1389830400,0,0,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CINVA6,A1YUDSBH9P3HPN,"This stuff works great for everything. I've been using it for years on car door hinges, chains, squeaky garage doors... You name it. Buy a can and keep it in your house. You never know what you'll find to use it on.",4,Everyone should own a can of this.,1401840000,0,0,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CINVA6,A19NBXXE81E10J,Paid a bit more but I didn't have to run out to get this at a local store.  I use it on my RV to lubricate the slides.,5,Easy to use!,1405036800,0,0,CRC,CRC 5037 White Lithium Grease - 10 Wt Oz.,3.26
B000CIPHUI,A1YJIBJ1HTW11U,"I've had a few Battery tender juniors for a years and they work great. It was just never convenient to leave them charging all the time with the little box just laying on the floor.Now that I have a reason to have four chargers, I sprung for this big boy. It is worth the extra money just to have a centrally located charging station and be able to look at a glance to see the status of each battery.This comes with four battery terminal/fuse harnesses and four alligator clip harnesses, but buy an extension if you need more than 6 feet of length.",5,Awesome package!,1404691200,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A3JFRQPMP535DM,I have this tender hooked up to four Harleys.  I can easily glance at the tender box to check each battery's status.  I bought four extension cables to ensure I can hook up bikes at a distance.  I highly recommend this product.  I had a single battery tender which lasted me seven years.  I hope this one lasts just as long.,5,Does the job,1389052800,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A22QKNGN59XYZG,The individual ones are a little more expensive but have a 10 year warranty so I guess you pay for it . However this is affordable saving about $7 per charging bank . I have several batteries I maintain that are all close together and this works great and keeps all the lamps that verify all is in good working order together easy to check . I use to only be able to afford the cheap chargers but when they go out you never know and your battery is drained down and often damaged . The cheap ones cannot charge batteries up to levels to be maintained either . I like having lights to verify all is well close together in one unit so I see them easily and never damage my batteries which is the whole point of these devices . The only downside is if you loose a bank you need to send the whole unit in under warranty however if it is outside of warranty these are individual so you just can omit using the offending charging bank and go on using the others from my experience if anyone has found different I am all ears . These multiple units save allot of space besides grouping your verification lamps together for easy monitoring for any accidental disconnects or problems .,5,Perfect for my needs and saves money over individual chargers with each bank isolated if it does go bad outside warranty,1397347200,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A3I23XW4L5ITOG,Initial review is that it is working as designed.  I hope to get many years of use from this product.  Only time will tell,5,So Far So Good....,1391040000,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A1FF4PN48LO8EC,Great item.  Works just like it's supposed to.  Arrived in mint condition.  Would order another or recommend to a friend who was looking for one.,5,Great item... Now I can charge both bikes a spare batter and my car,1399680000,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A1OPKNO7IXWV27,"This is like getting 4 separate Battery Tenders, except they're all in the same housing. It's about the same price as 3 stand along single chargers but doesn't take up as much space or need multiple outlets to plug into. It's very convenient if you have up to 4 batteries you need to keep in top shape. If you're not familiar with Battery Tender then check around. This charger is the standard for maintaining 12v lead acid batteries in cars, boats, motorcycles, generators etc.I really only have 2 minor complaints about this, which is why I took off 1 star:1) it has a plastic body, unlike their single/stand alone chargers. The metal housing on the single charger seems more durable but the plastic is ok.2) the leads are not long enough so I had to purchase the additional 25' extensions. I wish they were included with the multi-chanel chargers.",4,great option for keeping multiple batteries charged!,1398556800,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPHUI,A12JE5QXN10IO1,"This replaces my previous one of these that just failed after 8 years of good service keeping my summer only vehicles' batteries charged over winter storage. You will likely need to get one or more accessories such as the 12 volt extension cords so you can reach all your vehicles, cigarette lighter plug-in instead of standard battery clips that come with the unit, etc. Highly recommended. Also have the two bank unit that was causing am radio interference on the house circuit, returned it under warranty and they repaired it on a timely basis. I am able to get very long battery life using Battery Tender products.",5,Good efficient space saver for multiple battery maintenance,1397606400,0,0,Battery Tender,Battery Tender 022-0148-DL-WH 12-Volt 4-Bank Battery Management System,156.75
B000CIPUR8,A3Q7TY0T4PQULD,"A few moths ago, the check engine light of our 2006 (190,000 mile) Volvo V50 came on.  After checking with our local garage, which diagnosed the problem with &#34;something catalytic converter&#34;-related (and hearing the potential repair costs), the mechanic suggested trying this CRC Guaranteed To Pass Emissions Test Formula first.  Well, thus far it appears to have worked.  The check engine light has not been lit for several months now.  As the mechanic explained: &#34;At worst, this product doesn't harm the ergine.&#34;",5,Check engine light disappeared!,1393459200,1,1,CRC,CRC 05063 Guaranteed To Pass Emissions Test Formula - 12 Fl Oz.,16.99
B000CIPUR8,A1OFK59VZHNKX2,"I had a feeling that my 14 year old car may not pass the very strict NJ emissions test. My brother insisted I try CRC, I followed the instructions and passed the test. I will use it again in 2 years.",5,my older car,1403913600,0,0,CRC,CRC 05063 Guaranteed To Pass Emissions Test Formula - 12 Fl Oz.,16.99
B000CIT3N0,A1I8BJY2M3A4CO,I use these with the mobil one extended perf oil and I let the cars go 6 months. I could probably let them go a year but run a risk of the filter getting stuck to the car.,5,Great filters,1388707200,0,0,Mobil 1,Mobil 1 M1-102 Extended Performance Oil Filter,11.56
B000CIT3N0,A3Q5ZII5NII7GE,"I've run Mobil 1 oil in my cars for years (decades). When searching for a superior oil filter I found this one. It is top rated and independent tests have confirmed its ability to filter out crap that could harm your engine. Yes, it costs a few bucks more than cheaper filters but how much does an engine repair or rebuild cost? I use only Mobil 1 oil and filters in my engines and never have any problems.",5,best oil filter I have found,1403049600,0,0,Mobil 1,Mobil 1 M1-102 Extended Performance Oil Filter,11.56
B000CIT3N0,A33XJZTXAJSJXS,"How do you rate an oil filter? I'll just say I've been using Mobil 1 for 20+ years and I've never had any lubrication related engine damage casualties. I drive hard long miles too. The filter, seems to be built particularly to stand up to M1's longevity and thickness. I never knew they made filters until I joined Amazon. Always used stock. Now I don't understand why Amazon's pricing on the oil is so bad. 5qt bottles here are $50+ as compared to $25 at Walmart(one of the best deals known to man). Enough said...",5,Great brand and part,1394928000,0,0,Mobil 1,Mobil 1 M1-102 Extended Performance Oil Filter,11.56
B000CITK8S,A1E752HE229Q0Y,I originally purchased the Deltran Battery Tender Jr. (021-0123) to keep the battery on my vehicle charged as it&#8217;s advertised of being capable of doing so on the packaging. This battery tender did not charge the battery on my car within the 72 hour window and turned off (Has a built-in timer). I called Deltran (877-456-7901) and was told by customer service that the Deltran Battery Tender Jr. was too small to use on a car/truck battery and that I should have purchased the Deltran Battery Tender Plus. I eventually purchased the Deltran Battery Tender Plus (021-0128) and the Deltran 12.5 ft. extension lead (DBT081-0148-12). The Deltran Battery Tender Jr. works fine on my walk behind lawn mower with electric start and should be fine for anything with a small battery. I would suggest that you purchase the Deltran Battery Tender Plus so you can have the option of using it on more equipment. Deltran should change the label on the Deltran Battery Tender Jr. if it&#8217;s not really intended for car/truck batteries. Check out batterytender.com for Deltrans&#8217; complete line.,2,Too small for car/truck batteries per Deltran Customer Service,1392681600,1,1,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
B000CITK8S,A3K7PWRX8GXJZP,"Very easy to install. It looks and acts just like the one I bought from Haley for $50.00 more. Don't ever let you self be let down, have this on all of my motorcycles to insure a start every time!",5,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,1400371200,0,0,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
B000CITK8S,A30S91ZN9U738Y,"I have used many of these and have always found them useful for keeping your motorbike, 4 wheeler, mower or seldom driven collector car ready to turn over, The technology will not damage your battery or get too hot.",5,Highly recommended,1404086400,0,0,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
B000CITK8S,A23S20ZI041Q75,"The cheapest place in town to get this is AutoZone and they want $39.99 for it.  At $25, free shipping and no tax, this is a smoking hot deal.  Just a note, I'm putting this on mowers and ATVs.  The cost of a replacement battery is about $40 for a mower and as much as $100 for the ATVs.  So this is a no brainer here.It plugs directly into the wall and comes with about a 6' cord, a permanent battery connection and a second connection with big alligator clips.  So you can put the permanent part on one piece of equipment and use the alligator clips on something else if need be.",5,Great deal!,1398988800,0,0,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
B000CITK8S,A3SX6PZ7KT8M9Z,"This is a great little charger, especially for the price.  Simple hookup with the ring terminals on my motorcycle and the connector stays zip-tied to the subframe just below the seat.  Once connected the LED on the charger gives me status information at a glance so I can always tell when the battery is charging or sitting there maintaining a full charge.",5,Great charger,1390867200,0,0,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
B000CITK8S,AJLWGO1LJWDHV,Simply works as described.  Kept my battery tended all winter.  LONG cords are nice.  Seems rugged.  It's all I need!,5,Nice!,1400025600,0,0,Battery Tender,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,19.5
